feature,nominated_best_picture,won_best_picture,num_of_awards
keyword=young boy,-0.004519277,-0.001780611,-0.003503954
keyword=diver's watch,-0.004519277,-0.001780611,-0.003503954
keyword=wrongful conviction,-0.009041107,-0.003562229,-0.007009888
keyword=flea,-0.004519277,-0.001780611,-0.003503954
keyword=queen of england,-0.004519277,-0.001780611,0.011449065
keyword=tuxedo,-0.006391824,-0.002518402,-0.004955806
keyword=generation y,-0.007829091,-0.00308469,-0.00607017
keyword=generation z,-0.004519277,-0.001780611,-0.003503954
keyword=first person title,-0.004519277,-0.001780611,-0.003503954
keyword=ice cream,-0.006391824,-0.002518402,-0.004955806
keyword=newsroom,-0.004519277,-0.001780611,-0.003503954
keyword=heroine,-0.006391824,-0.002518402,-0.004955806
keyword=success,-0.004519277,-0.001780611,-0.003503954
keyword=master,-0.007829091,-0.00308469,-0.00607017
keyword=paranormal investigating,-0.004519277,-0.001780611,-0.003503954
keyword=jordan,-0.004519277,-0.001780611,-0.003503954
keyword=bookkeeper,0.058915408,0.073505855,0.037341701
keyword=twin brother,-0.011075135,-0.004363644,-0.008586942
keyword=scalper,-0.004519277,-0.001780611,-0.003503954
keyword=swaziland,-0.004519277,-0.001780611,-0.003503954
keyword=barn,0.018834985,-0.00308469,0.002564586
keyword=innocence lost,-0.004519277,-0.001780611,-0.003503954
keyword=wcw wrestling,-0.004519277,-0.001780611,-0.003503954
keyword=latex gloves,-0.009041107,-0.003562229,-0.007009888
keyword=long tracking shot,-0.004519277,-0.001780611,-0.003503954
keyword=disc jockey,-0.006391824,-0.002518402,-0.004955806
keyword=nursing student,0.041655563,-0.001780611,-0.003503954
keyword=taxi driver,0.018834985,-0.00308469,-0.00607017
keyword=city by night,-0.004519277,-0.001780611,-0.003503954
keyword=dancing sheep,-0.004519277,-0.001780611,-0.003503954
keyword=house arrest,-0.006391824,-0.002518402,-0.004955806
keyword=number in title,-0.01430333,-0.005635564,-0.011089875
keyword=viagra,-0.006391824,-0.002518402,-0.004955806
keyword=catholic,0.045818126,0.036368317,0.042524257
keyword=sex with a student,-0.004519277,-0.001780611,-0.003503954
keyword=mothership,-0.006391824,-0.002518402,0.016192947
keyword=lesbian,0.001489926,-0.007774689,-0.001554186
keyword=wrestling,-0.010109217,-0.003983068,-0.007838032
keyword=imdb,-0.004519277,-0.001780611,-0.003503954
keyword=fake newscast,-0.004519277,-0.001780611,-0.003503954
keyword=booty shake,-0.004519277,-0.001780611,-0.003503954
keyword=chlamydia,-0.004519277,-0.001780611,-0.003503954
keyword=coffee,-0.006391824,-0.002518402,-0.004955806
keyword=reference to the rolling stones,-0.004519277,-0.001780611,-0.003503954
keyword=oncology,-0.004519277,-0.001780611,-0.003503954
keyword=pregnant woman in bathtub,-0.004519277,-0.001780611,-0.003503954
keyword=surprise ending,0.001835166,-0.005345861,-0.010519787
keyword=judicial,-0.004519277,-0.001780611,-0.003503954
keyword=groom,-0.006391824,-0.002518402,-0.004955806
keyword=warship,0.041655563,-0.001780611,-0.003503954
keyword=theater critic,-0.004519277,-0.001780611,-0.003503954
keyword=hurricane,-0.006391824,-0.002518402,-0.004955806
keyword=butch cassidy,-0.004519277,-0.001780611,-0.003503954
keyword=erasmus,-0.004519277,-0.001780611,-0.003503954
keyword=columbine high school killings,-0.004519277,-0.001780611,-0.003503954
keyword=attention deficit disorder,-0.004519277,-0.001780611,-0.003503954
keyword=rhythm and blues,0.041655563,-0.001780611,0.026402085
keyword=scientology parody,-0.004519277,-0.001780611,-0.003503954
keyword=woman holding a baby,-0.004519277,-0.001780611,-0.003503954
keyword=electrocuted,-0.004519277,-0.001780611,-0.003503954
keyword=patrol boat,-0.004519277,-0.001780611,-0.003503954
keyword=personal ad,-0.006391824,-0.002518402,-0.004955806
keyword=peep hole,-0.004519277,-0.001780611,-0.003503954
keyword=guerrilla filmmaking,-0.004519277,-0.001780611,-0.003503954
keyword=18 wheeler,-0.006391824,-0.002518402,-0.004955806
keyword=horse,0.041814076,-0.007977416,-0.005649482
keyword=pie,-0.004519277,-0.001780611,-0.003503954
keyword=1000000 b.c.,-0.004519277,-0.001780611,-0.003503954
keyword=star,0.010548579,-0.003983068,-0.007838032
keyword=battle of the bands,-0.007829091,-0.00308469,-0.00607017
keyword=jedi knight,-0.004519277,-0.001780611,-0.003503954
keyword=elderly man,-0.004519277,-0.001780611,-0.003503954
keyword=bosnian war,-0.004519277,-0.001780611,-0.003503954
keyword=stone age,-0.004519277,-0.001780611,-0.003503954
keyword=winter,-0.011075135,-0.004363644,-0.008586942
keyword=noah's ark,-0.004519277,-0.001780611,-0.003503954
keyword=starving child,-0.004519277,-0.001780611,-0.003503954
keyword=washington state,-0.004519277,-0.001780611,-0.003503954
keyword=high school student,-0.010109217,-0.003983068,-0.007838032
keyword=animal as human,-0.004519277,-0.001780611,-0.003503954
keyword=man versus machine,-0.004519277,-0.001780611,-0.003503954
keyword=robin hood,-0.007829091,-0.00308469,-0.00607017
keyword=air cavalry,-0.004519277,-0.001780611,-0.003503954
keyword=killing a lion,-0.004519277,-0.001780611,-0.003503954
keyword=abusive parent,-0.004519277,-0.001780611,-0.003503954
keyword=man with glasses,-0.011963641,-0.004713718,-0.009275832
keyword=meaning of life,-0.006391824,-0.002518402,-0.004955806
keyword=gardener,0.018834985,-0.00308469,0.002564586
keyword=madame butterfly,0.041655563,-0.001780611,-0.003503954
keyword=human alien,-0.004519277,-0.001780611,-0.003503954
keyword=aborigine,-0.007829091,-0.00308469,-0.00607017
keyword=chimera,-0.004519277,-0.001780611,-0.003503954
keyword=pool,-0.004519277,-0.001780611,0.011449065
keyword=rope bridge,-0.004519277,-0.001780611,0.011449065
keyword=falling in love,0.005498673,-0.004713718,0.024653596
keyword=army of the dead,-0.004519277,-0.001780611,-0.003503954
keyword=housing shortage,0.041655563,-0.001780611,0.011449065
keyword=writing a novel,0.041655563,-0.001780611,0.011449065
keyword=mixed martial arts,-0.011075135,-0.004363644,-0.008586942
keyword=bed,-0.004519277,-0.001780611,-0.003503954
keyword=bee,-0.006391824,-0.002518402,-0.004955806
keyword=thailand,-0.011075135,-0.004363644,-0.008586942
keyword=fighter pilot,-0.006391824,-0.002518402,-0.004955806
keyword=near death experience,-0.010109217,-0.003983068,-0.007838032
keyword=bet,0.014052835,-0.003562229,0.000468733
keyword=ten stories,-0.004519277,-0.001780611,-0.003503954
keyword=written by star,-0.006391824,-0.002518402,-0.004955806
keyword=illness,0.041655563,-0.001780611,-0.003503954
keyword=derby county,-0.004519277,-0.001780611,-0.003503954
keyword=blood sample,-0.004519277,-0.001780611,-0.003503954
keyword=laser gun,-0.009041107,-0.003562229,0.000468733
keyword=quaker,0.026261792,-0.002518402,-0.004955806
keyword=basketball game,-0.004519277,-0.001780611,-0.003503954
keyword=necktie,-0.004519277,-0.001780611,-0.003503954
keyword=blackbeard,-0.004519277,-0.001780611,-0.003503954
keyword=parallel universe,-0.006391824,-0.002518402,-0.004955806
keyword=road rage,-0.004519277,-0.001780611,-0.003503954
keyword=scene of the crime,-0.004519277,-0.001780611,-0.003503954
keyword=tourism,-0.004519277,-0.001780611,-0.003503954
keyword=separated parents,0.041655563,-0.001780611,0.011449065
keyword=gasoline,-0.004519277,-0.001780611,-0.003503954
keyword=plane crash,-0.009041107,-0.003562229,-0.007009888
keyword=tourist,-0.01430333,-0.005635564,-0.011089875
keyword=naive man,-0.004519277,-0.001780611,-0.003503954
keyword=reference to spongebob squarepants,-0.004519277,-0.001780611,-0.003503954
keyword=eyeball run over by car,-0.004519277,-0.001780611,-0.003503954
keyword=leopard,-0.006391824,-0.002518402,-0.004955806
keyword=washing machine,0.026261792,-0.002518402,0.005618571
keyword=name in title,-0.006391824,-0.002518402,-0.004955806
keyword=kama sutra,-0.004519277,-0.001780611,-0.003503954
keyword=psychological torture,-0.004519277,-0.001780611,-0.003503954
keyword=dunes,-0.004519277,-0.001780611,-0.003503954
keyword=suppression of emotion,-0.004519277,-0.001780611,-0.003503954
keyword=environmental issue,0.041655563,-0.001780611,0.011449065
keyword=class conflict,-0.004519277,-0.001780611,-0.003503954
keyword=macaw,-0.004519277,-0.001780611,-0.003503954
keyword=shrine,-0.007829091,-0.00308469,-0.00607017
keyword=white rapper,-0.004519277,-0.001780611,0.011449065
keyword=neighborhood,-0.011963641,-0.004713718,-0.009275832
keyword=silent hill,-0.004519277,-0.001780611,-0.003503954
keyword=female impersonation,-0.004519277,-0.001780611,-0.003503954
keyword=comic relief,-0.006391824,-0.002518402,-0.004955806
keyword=working single mother,0.041655563,-0.001780611,0.011449065
keyword=disciplinarian,0.041655563,-0.001780611,-0.003503954
keyword=torso cut in half,-0.004519277,-0.001780611,-0.003503954
keyword=girlfriend in a coma,-0.004519277,-0.001780611,-0.003503954
keyword=diamonds,-0.006391824,-0.002518402,-0.004955806
keyword=safe house,-0.004519277,-0.001780611,-0.003503954
keyword=jason voorhees,-0.01430333,-0.005635564,-0.011089875
keyword=coors light,-0.004519277,-0.001780611,-0.003503954
keyword=dove,-0.004519277,-0.001780611,-0.003503954
keyword=pentagram,-0.004519277,-0.001780611,-0.003503954
keyword=projectile,-0.004519277,-0.001780611,-0.003503954
keyword=thong panties,-0.006391824,-0.002518402,-0.004955806
keyword=hunter gatherer,-0.004519277,-0.001780611,-0.003503954
keyword=roof leak,-0.004519277,-0.001780611,-0.003503954
keyword=magic spell,-0.004519277,-0.001780611,-0.003503954
keyword=upskirt,-0.010109217,-0.003983068,-0.007838032
keyword=aviator,-0.004519277,-0.001780611,-0.003503954
keyword=major,0.018834985,-0.00308469,0.002564586
keyword=historically inaccurate,0.010548579,-0.003983068,0.012231107
keyword=island,-0.011224088,-0.013869797,-0.009822375
keyword=turkish bath,-0.004519277,-0.001780611,-0.003503954
keyword=political leader,-0.004519277,-0.001780611,-0.003503954
keyword=oxford,0.014052835,-0.003562229,-0.007009888
keyword=flash mob,-0.004519277,-0.001780611,-0.003503954
keyword=norway,-0.006391824,-0.002518402,-0.004955806
keyword=puss in boots,-0.004519277,-0.001780611,-0.003503954
keyword=chorus line,0.041655563,-0.001780611,-0.003503954
keyword=store clerk,-0.006391824,-0.002518402,-0.004955806
keyword=midsummer,-0.004519277,-0.001780611,-0.003503954
keyword=exploding helicopter,-0.004519277,-0.001780611,-0.003503954
keyword=art expert,-0.004519277,-0.001780611,-0.003503954
keyword=rabbit,-0.009041107,-0.003562229,-0.007009888
keyword=shop owner,-0.004519277,-0.001780611,-0.003503954
keyword=pattern,-0.004519277,-0.001780611,-0.003503954
keyword=male frontal nudity,-0.024820943,-0.009779542,-0.016507033
keyword=bank heist,-0.004519277,-0.001780611,-0.003503954
keyword=evacuation,-0.006391824,-0.002518402,-0.004955806
keyword=baby rattle,-0.006391824,-0.002518402,-0.004955806
keyword=grave digging,-0.004519277,-0.001780611,-0.003503954
keyword=character says now that you're on the case i hope we're going to have some gratuitous sex and violence,-0.004519277,-0.001780611,-0.003503954
keyword=scalpel,-0.004519277,-0.001780611,-0.003503954
keyword=volleyball,-0.004519277,-0.001780611,-0.003503954
keyword=argument,-0.011963641,-0.004713718,-0.003620927
keyword=armageddon,-0.004519277,-0.001780611,-0.003503954
keyword=thesis,-0.004519277,-0.001780611,-0.003503954
keyword=paparazzi,-0.004519277,-0.001780611,-0.003503954
keyword=quantum mechanics,-0.004519277,-0.001780611,-0.003503954
keyword=cabin in the woods,-0.009041107,-0.003562229,-0.007009888
keyword=deathbed,0.026261792,-0.002518402,-0.004955806
keyword=newborn baby,-0.006391824,-0.002518402,-0.004955806
keyword=role playing,-0.004519277,-0.001780611,-0.003503954
keyword=curb stomping,-0.004519277,-0.001780611,-0.003503954
keyword=male model,-0.006391824,-0.002518402,-0.004955806
keyword=tyrannosaurus rex,-0.010109217,-0.003983068,0.012231107
keyword=darkness,-0.010109217,-0.003983068,-0.007838032
keyword=cat burglar,-0.004519277,-0.001780611,-0.003503954
keyword=ambassador,-0.013568051,-0.005345861,-0.00553169
keyword=space colony,-0.006391824,-0.002518402,0.005618571
keyword=brother in law sister in law relationship,0.041655563,-0.001780611,0.056308124
keyword=reference to mr. rogers,-0.004519277,-0.001780611,-0.003503954
keyword=camcorder,-0.004519277,-0.001780611,-0.003503954
keyword=sprite,0.041655563,-0.001780611,0.026402085
keyword=body count,-0.004519277,-0.001780611,-0.003503954
keyword=environmental,-0.004519277,-0.001780611,-0.003503954
keyword=kneed in the groin,-0.006391824,-0.002518402,-0.004955806
keyword=intern,-0.009041107,-0.003562229,-0.007009888
keyword=off screen murder,-0.004519277,-0.001780611,-0.003503954
keyword=snowstorm,-0.007829091,-0.00308469,-0.00607017
keyword=killing a tiger,-0.004519277,-0.001780611,-0.003503954
keyword=loss,-0.006391824,-0.002518402,-0.004955806
keyword=lost,-0.006391824,-0.002518402,-0.004955806
keyword=kindergarten teacher,-0.006391824,-0.002518402,-0.004955806
keyword=fake family,-0.006391824,-0.002518402,-0.004955806
keyword=ups,-0.007829091,-0.00308469,-0.00607017
keyword=spice,-0.004519277,-0.001780611,-0.003503954
keyword=stockholm syndrome,-0.004519277,-0.001780611,-0.003503954
keyword=boat on fire,-0.004519277,-0.001780611,-0.003503954
keyword=anti semitism,-0.007829091,-0.00308469,-0.00607017
keyword=hindu,-0.007829091,-0.00308469,-0.00607017
keyword=feather,-0.004519277,-0.001780611,-0.003503954
keyword=second part,-0.015671468,-0.006174615,-0.012150641
keyword=scandal,0.040423301,0.076597916,0.086857548
keyword=star wars reference,0.041655563,-0.001780611,0.056308124
keyword=series,-0.004519277,-0.001780611,-0.003503954
keyword=pianist,0.064363574,0.03954552,0.046379835
keyword=boy in a bathtub,-0.004519277,-0.001780611,-0.003503954
keyword=picket fence,-0.004519277,-0.001780611,-0.003503954
keyword=estranged couple,-0.004519277,-0.001780611,0.011449065
keyword=weekend,0.007784542,-0.004363644,-0.002479523
keyword=panda,-0.009041107,-0.003562229,-0.007009888
keyword=starving,0.045499062,-0.00308469,0.028468852
keyword=year 1983,-0.004519277,-0.001780611,-0.003503954
keyword=selkie,-0.004519277,-0.001780611,-0.003503954
keyword=retrograde narrative,-0.004519277,-0.001780611,0.011449065
keyword=fictional drug,-0.006391824,-0.002518402,-0.004955806
keyword=animal,0.000310822,-0.005635564,0.007840408
keyword=middle age couple,-0.004519277,-0.001780611,-0.003503954
keyword=device,-0.004519277,-0.001780611,-0.003503954
keyword=train robbery,-0.004519277,-0.001780611,-0.003503954
keyword=racial profiling,-0.004519277,-0.001780611,-0.003503954
keyword=exploding truck,-0.004519277,-0.001780611,-0.003503954
keyword=morgue,-0.009041107,-0.003562229,-0.007009888
keyword=prep school,-0.004519277,-0.001780611,-0.003503954
keyword=cactus,-0.004519277,-0.001780611,-0.003503954
keyword=disguise,-0.011963641,-0.004713718,-0.009275832
keyword=contraction in title,-0.004519277,-0.001780611,-0.003503954
keyword=employee,-0.004519277,-0.001780611,-0.003503954
keyword=exercise machine,-0.004519277,-0.001780611,-0.003503954
keyword=east germany,-0.007829091,-0.00308469,0.002564586
keyword=revival,0.041655563,-0.001780611,0.041355104
keyword=john wilkes booth,-0.004519277,-0.001780611,-0.003503954
keyword=stop motion animation,-0.009041107,-0.003562229,-0.007009888
keyword=alien abduction,-0.006391824,-0.002518402,-0.004955806
keyword=abbreviation in title,-0.006391824,-0.002518402,-0.004955806
keyword=year 2065,-0.004519277,-0.001780611,-0.003503954
keyword=best friend,-0.023944755,-0.012128175,-0.019438078
keyword=disobeying orders,-0.004519277,-0.001780611,-0.003503954
keyword=oil refinery,-0.004519277,-0.001780611,-0.003503954
keyword=whale,-0.012790875,-0.005039651,-0.004627038
keyword=release from prison,-0.006391824,-0.002518402,-0.004955806
keyword=record executive,-0.004519277,-0.001780611,-0.003503954
keyword=male full back nudity,-0.006391824,-0.002518402,-0.004955806
keyword=musical composition,-0.004519277,-0.001780611,-0.003503954
keyword=mother's boyfriend,-0.004519277,-0.001780611,-0.003503954
keyword=boyhood friend,-0.004519277,-0.001780611,-0.003503954
keyword=spider crab,-0.004519277,-0.001780611,-0.003503954
keyword=boss' daughter,-0.004519277,-0.001780611,-0.003503954
keyword=food in title,-0.006391824,-0.002518402,-0.004955806
keyword=sloth,-0.004519277,-0.001780611,-0.003503954
keyword=turn of the century,0.045499062,-0.00308469,0.011199341
keyword=anticipate,-0.004519277,-0.001780611,-0.003503954
keyword=atf,-0.004519277,-0.001780611,-0.003503954
keyword=baptism,-0.006391824,-0.002518402,-0.004955806
keyword=trench,-0.004519277,-0.001780611,-0.003503954
keyword=shrimper,0.041655563,-0.001780611,-0.003503954
keyword=sex on table,-0.004519277,-0.001780611,-0.003503954
keyword=laser,-0.006391824,-0.002518402,-0.004955806
keyword=nazi germany,0.026261792,-0.002518402,-0.004955806
keyword=actual animal killed,-0.007829091,-0.00308469,-0.00607017
keyword=mothman,-0.004519277,-0.001780611,-0.003503954
keyword=killing spree,-0.007829091,-0.00308469,-0.00607017
keyword=walking through a wall,-0.004519277,-0.001780611,-0.003503954
keyword=reference to angels in america the play,-0.004519277,-0.001780611,0.011449065
keyword=counselor,-0.004519277,-0.001780611,-0.003503954
keyword=bitch,-0.004519277,-0.001780611,-0.003503954
keyword=port,0.041655563,-0.001780611,-0.003503954
keyword=unreliable narration,-0.004519277,-0.001780611,-0.003503954
keyword=dark horse comics,-0.004519277,-0.001780611,-0.003503954
keyword=submarine,-0.013568051,-0.005345861,0.004444505
keyword=motor scooter,-0.004519277,-0.001780611,-0.003503954
keyword=winnie the pooh,-0.004519277,-0.001780611,-0.003503954
keyword=challenge,-0.006391824,-0.002518402,-0.004955806
keyword=gift,-0.007829091,-0.00308469,-0.00607017
keyword=code,-0.007829091,-0.00308469,-0.00607017
keyword=world's fair,0.058915408,0.073505855,0.026767324
keyword=female chef,-0.004519277,-0.001780611,-0.003503954
keyword=box office hit,0.022286782,-0.009100813,0.03500124
keyword=finger bitten off,-0.004519277,-0.001780611,-0.003503954
keyword=surprise,-0.004519277,-0.001780611,-0.003503954
keyword=frontier,0.026261792,0.073505855,0.069064832
keyword=rocket,0.018834985,-0.00308469,0.011199341
keyword=envoy,0.041655563,-0.001780611,-0.003503954
keyword=rocker,-0.004519277,-0.001780611,-0.003503954
keyword=long title,-0.007829091,-0.00308469,-0.00607017
keyword=face,-0.004519277,-0.001780611,-0.003503954
keyword=growing up,0.026261792,-0.002518402,0.005618571
keyword=forest,0.002597521,-0.007566612,-0.011359751
keyword=temptation,-0.009041107,-0.003562229,-0.007009888
keyword=lincoln nebraska,0.041655563,-0.001780611,-0.003503954
keyword=united nations,-0.006391824,-0.002518402,-0.004955806
keyword=great dane,-0.004519277,-0.001780611,-0.003503954
keyword=health,-0.004519277,-0.001780611,-0.003503954
keyword=woman in underwear,-0.004519277,-0.001780611,-0.003503954
keyword=animal in cast credits,0.041655563,-0.001780611,0.011449065
keyword=hypochondriac,0.026261792,-0.002518402,0.026767324
keyword=necklace yanked off,-0.004519277,-0.001780611,-0.003503954
keyword=illusion,-0.006391824,-0.002518402,-0.004955806
keyword=racial discrimination,0.026261792,-0.002518402,-0.004955806
keyword=diabetic,-0.004519277,-0.001780611,-0.003503954
keyword=beaver puppet,-0.004519277,-0.001780611,-0.003503954
keyword=houston texas,-0.004519277,-0.001780611,-0.003503954
keyword=experimental school,0.041655563,-0.001780611,-0.003503954
keyword=kwanzaa,-0.004519277,-0.001780611,-0.003503954
keyword=kumbh mela,-0.004519277,-0.001780611,-0.003503954
keyword=deja vu,-0.004519277,-0.001780611,-0.003503954
keyword=great depression,0.018834985,-0.00308469,0.011199341
keyword=valedictorian,-0.004519277,-0.001780611,-0.003503954
keyword=turkey the country,-0.004519277,-0.001780611,-0.003503954
keyword=kissing while having sex,0.014052835,-0.003562229,0.000468733
keyword=alopecia,-0.004519277,-0.001780611,-0.003503954
keyword=yellow ribbon,-0.004519277,-0.001780611,0.011449065
keyword=consulate,-0.004519277,-0.001780611,-0.003503954
keyword=argentine,-0.004519277,-0.001780611,-0.003503954
keyword=argentina,-0.004519277,-0.001780611,0.011449065
keyword=army cid,-0.004519277,-0.001780611,-0.003503954
keyword=secret admirer,-0.006391824,-0.002518402,-0.004955806
keyword=cemetery,-0.010109217,-0.003983068,-0.007838032
keyword=mistaking reality for dream,-0.006391824,-0.002518402,0.016192947
keyword=one word title,-0.009915162,0.008510957,-0.007135276
keyword=arm tattoo,-0.004519277,-0.001780611,-0.003503954
keyword=soaking wet,-0.004519277,-0.001780611,-0.003503954
keyword=barefoot,-0.004519277,-0.001780611,-0.003503954
keyword=stigmata,-0.004519277,-0.001780611,-0.003503954
keyword=sketching,-0.004519277,-0.001780611,-0.003503954
keyword=telling someone to shut up,-0.004519277,-0.001780611,-0.003503954
keyword=contest,-0.009041107,-0.003562229,0.000468733
keyword=lasagna,-0.004519277,-0.001780611,-0.003503954
keyword=screwball comedy,-0.004519277,-0.001780611,-0.003503954
keyword=death of cat,-0.004519277,-0.001780611,-0.003503954
keyword=unhappy marriage,0.014052835,-0.003562229,0.000468733
keyword=text messaging,-0.004519277,-0.001780611,-0.003503954
keyword=multiple narrators,-0.004519277,-0.001780611,-0.003503954
keyword=voice over narration,0.014052835,-0.003562229,-0.007009888
keyword=d.j.,-0.004519277,-0.001780611,-0.003503954
keyword=latter day saints,-0.006391824,-0.002518402,-0.004955806
keyword=gravestone,-0.004519277,-0.001780611,-0.003503954
keyword=dialect,-0.004519277,-0.001780611,-0.003503954
keyword=hybrid,-0.006391824,-0.002518402,0.005618571
keyword=sexual cruelty,-0.004519277,-0.001780611,-0.003503954
keyword=confidence,-0.006391824,-0.002518402,-0.004955806
keyword=kung fu master,-0.004519277,-0.001780611,-0.003503954
keyword=racer,-0.006391824,-0.002518402,-0.004955806
keyword=brazilian,-0.004519277,-0.001780611,-0.003503954
keyword=plan,-0.004519277,-0.001780611,-0.003503954
keyword=eurocopter ec120 colibri,-0.004519277,-0.001780611,-0.003503954
keyword=proposal,0.041655563,-0.001780611,0.041355104
keyword=civilian,0.041655563,-0.001780611,-0.003503954
keyword=dyed hair,-0.004519277,-0.001780611,-0.003503954
keyword=marksman,-0.004519277,-0.001780611,-0.003503954
keyword=stalking,-0.007829091,-0.00308469,-0.00607017
keyword=public hearing,-0.004519277,-0.001780611,-0.003503954
keyword=jesuit,0.026261792,-0.002518402,0.005618571
keyword=witness protection,-0.009041107,-0.003562229,-0.007009888
keyword=game reality crossover,-0.004519277,-0.001780611,-0.003503954
keyword=talking to one's self in a mirror,-0.006391824,-0.002518402,-0.004955806
keyword=financial crisis,-0.006391824,-0.002518402,-0.004955806
keyword=princess diana,0.041655563,-0.001780611,0.011449065
keyword=mop,-0.004519277,-0.001780611,-0.003503954
keyword=sex in a car,-0.004519277,-0.001780611,-0.003503954
keyword=saloon,0.058915408,-0.002518402,-0.004955806
keyword=mob,-0.010109217,-0.003983068,-0.007838032
keyword=mom,-0.006391824,-0.002518402,-0.004955806
keyword=surveillance camera,-0.004519277,-0.001780611,-0.003503954
keyword=coincidence,-0.006391824,-0.002518402,-0.004955806
keyword=japanese,0.005498673,-0.004713718,0.007688882
keyword=voodoo,-0.006391824,-0.002518402,-0.004955806
keyword=talking dog,-0.004519277,-0.001780611,-0.003503954
keyword=secret letter,0.041655563,0.105723803,0.056308124
keyword=lesbian parent,-0.004519277,-0.001780611,-0.003503954
keyword=ship captain,0.041655563,-0.001780611,-0.003503954
keyword=sharpshooter,-0.004519277,-0.001780611,0.011449065
keyword=divorce papers,-0.007829091,-0.00308469,-0.00607017
keyword=morpho butterfly,-0.004519277,-0.001780611,-0.003503954
keyword=gulag,-0.004519277,-0.001780611,-0.003503954
keyword=three of spades tattoo,-0.004519277,-0.001780611,-0.003503954
keyword=police vigilantism,-0.004519277,-0.001780611,-0.003503954
keyword=diplomat,0.037146777,-0.003562229,0.015425977
keyword=animal costume,-0.004519277,-0.001780611,-0.003503954
keyword=computer genius,-0.004519277,-0.001780611,-0.003503954
keyword=boogeyman,-0.004519277,-0.001780611,-0.003503954
keyword=new year's eve,0.007784542,0.03954552,0.009735317
keyword=surgery,0.005498673,-0.004713718,0.013343787
keyword=act of kindness,-0.004519277,-0.001780611,-0.003503954
keyword=pfizer,-0.004519277,-0.001780611,-0.003503954
keyword=anthrax,0.041655563,-0.001780611,0.041355104
keyword=father daughter relationship,0.010783507,-0.007977416,-0.008999075
keyword=homoeroticism,0.007784542,-0.004363644,0.009735317
keyword=knight templar,-0.004519277,-0.001780611,-0.003503954
keyword=moral challenge,-0.006391824,-0.002518402,-0.004955806
keyword=rover 3 5 litre.coupe p5b,-0.004519277,-0.001780611,-0.003503954
keyword=assassin,-0.019966362,-0.010867926,-0.01891968
keyword=birth,0.037146777,-0.003562229,0.000468733
keyword=lap dancing,-0.004519277,-0.001780611,-0.003503954
keyword=oktoberfest,-0.004519277,-0.001780611,-0.003503954
keyword=dead body in a freezer,-0.006391824,-0.002518402,-0.004955806
keyword=mississippi,0.045503897,0.03954552,0.028057576
keyword=general,0.037944845,0.014597092,0.012281248
keyword=table broken in fight,-0.004519277,-0.001780611,-0.003503954
keyword=hit by a pickup truck,-0.004519277,-0.001780611,-0.003503954
keyword=human versus vampire,-0.004519277,-0.001780611,-0.003503954
keyword=lesbian love,-0.004519277,-0.001780611,-0.003503954
keyword=death row,-0.009041107,-0.003562229,-0.007009888
keyword=suitor,-0.007829091,-0.00308469,-0.00607017
keyword=friendship,-0.015403651,-0.001860807,0.00694118
keyword=slaughter,-0.004519277,-0.001780611,-0.003503954
keyword=duplex,-0.004519277,-0.001780611,-0.003503954
keyword=high school friends,-0.004519277,-0.001780611,-0.003503954
keyword=masturbation,-0.01631292,-0.00642735,-0.012647981
keyword=black horse,-0.004519277,-0.001780611,0.011449065
keyword=winner,0.041655563,-0.001780611,0.026402085
keyword=deafness,0.026261792,-0.002518402,0.005618571
keyword=false memory,-0.006391824,-0.002518402,0.005618571
keyword=nuclear reactor,-0.004519277,-0.001780611,-0.003503954
keyword=group sex,-0.004519277,-0.001780611,-0.003503954
keyword=directorial debut,0.037146777,-0.003562229,-0.007009888
keyword=eastern philosophy,-0.004519277,-0.001780611,-0.003503954
keyword=overbearing mother,0.041655563,0.105723803,0.056308124
keyword=shoe,-0.006391824,-0.002518402,-0.004955806
keyword=city editor,0.041655563,-0.001780611,-0.003503954
keyword=muggle,-0.004519277,-0.001780611,-0.003503954
keyword=show,-0.004519277,-0.001780611,-0.003503954
keyword=sergeant,0.003545163,0.032993967,0.032404204
keyword=shop,-0.004519277,-0.001780611,-0.003503954
keyword=federal bureau of investigation,-0.004519277,-0.001780611,-0.003503954
keyword=cure,-0.011075135,-0.004363644,-0.008586942
keyword=armenian genocide,-0.004519277,-0.001780611,-0.003503954
keyword=qing dynasty,-0.004519277,-0.001780611,-0.003503954
keyword=reconciliation,-0.004519277,-0.001780611,-0.003503954
keyword=septicemia,0.041655563,-0.001780611,0.011449065
keyword=killer car,-0.004519277,-0.001780611,-0.003503954
keyword=hijacking,0.026261792,-0.002518402,-0.004955806
keyword=art deco,-0.006391824,-0.002518402,-0.004955806
keyword=fatal attraction,-0.004519277,-0.001780611,-0.003503954
keyword=zebra,-0.006391824,-0.002518402,-0.004955806
keyword=infant,-0.004519277,-0.001780611,-0.003503954
keyword=blocked road,-0.004519277,-0.001780611,-0.003503954
keyword=artificial intelligence,-0.012790875,-0.005039651,-0.004627038
keyword=justice,0.032641599,-0.005345861,0.014420699
keyword=explosion,-0.004574441,-0.006670605,-0.013126669
keyword=karate,-0.011075135,-0.004363644,-0.008586942
keyword=housemaid,-0.004519277,-0.001780611,-0.003503954
keyword=defiance,-0.004519277,-0.001780611,-0.003503954
keyword=trapped in a mine,-0.004519277,-0.001780611,-0.003503954
